city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,50-99,1,80,1
0.899,Male,Has relevent experience,no_enrollment,Masters,13,Oct-49,2,28,0
0.925,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,4,108,0
0.91,Male,Has relevent experience,no_enrollment,Masters,>20,1000-4999,1,61,0
0.624,Male,Has relevent experience,Part time course,Graduate,4,10000+,4,50,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,11,50-99,>4,50,0
0.913,Male,No relevent experience,no_enrollment,High School,16,500-999,>4,60,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,10,50-99,3,138,0
0.897,,No relevent experience,Full time course,Graduate,3,,never,37,0
0.926,Male,No relevent experience,Part time course,High School,3,100-500,3,105,1
0.896,Male,Has relevent experience,no_enrollment,Graduate,4,Oct-49,2,109,0
0.91,,Has relevent experience,no_enrollment,Masters,>20,10000+,2,43,0
0.92,,No relevent experience,Full time course,High School,3,,1,16,1
0.924,Male,Has relevent experience,no_enrollment,Masters,>20,50-99,2,12,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,10000+,>4,112,0
0.804,,No relevent experience,Full time course,Masters,9,100-500,>4,92,0
0.939,Female,Has relevent experience,no_enrollment,Graduate,7,50-99,2,144,0
0.92,Male,No relevent experience,Full time course,Graduate,3,,1,17,1
0.855,Male,Has relevent experience,Part time course,Graduate,10,50-99,1,99,0
0.92,,Has relevent experience,Part time course,Masters,11,100-500,2,100,0
0.887,Male,Has relevent experience,no_enrollment,Masters,11,,2,178,0
0.926,Male,No relevent experience,no_enrollment,Graduate,>20,10000+,>4,22,0
0.698,,Has relevent experience,Full time course,Graduate,10,100-500,2,7,1
0.91,,Has relevent experience,no_enrollment,Masters,14,10000+,>4,240,0
0.924,,Has relevent experience,no_enrollment,Graduate,16,Oct-49,2,30,0
0.92,Male,No relevent experience,Full time course,High School,4,10000+,1,194,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,50-99,1,97,0
0.939,Male,No relevent experience,no_enrollment,Primary School,3,,never,68,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,19,1000-4999,1,72,0
0.55,Male,No relevent experience,Full time course,Graduate,5,,1,92,1
0.866,,Has relevent experience,no_enrollment,Masters,4,50-99,1,3,0
0.887,,Has relevent experience,no_enrollment,High School,4,<10,4,12,0
0.92,,Has relevent experience,no_enrollment,Masters,9,10000+,1,10,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,5000-9999,>4,157,0
0.926,Male,No relevent experience,Part time course,Masters,16,,never,10,1
0.92,,Has relevent experience,no_enrollment,Phd,16,100-500,1,113,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,2,26,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,100-500,1,124,0
0.624,Male,No relevent experience,Part time course,Graduate,9,,never,34,0
0.91,,Has relevent experience,no_enrollment,Graduate,13,100-500,1,25,0
0.836,Male,Has relevent experience,no_enrollment,Graduate,8,50-99,1,12,0
0.764,Male,No relevent experience,no_enrollment,Graduate,5,,2,36,1
0.624,Female,Has relevent experience,no_enrollment,Masters,5,50-99,4,28,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,12,50-99,>4,91,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,16,50-99,4,26,0
0.647,Female,Has relevent experience,no_enrollment,Masters,3,10000+,1,100,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,14,50-99,2,21,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,>4,33,0
0.915,,No relevent experience,no_enrollment,Graduate,9,100-500,1,25,0
0.727,,Has relevent experience,no_enrollment,Graduate,7,100-500,2,21,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,10,50-99,>4,79,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,,2,107,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,500-999,1,28,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,4,50-99,2,51,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,100-500,2,31,0
0.624,,Has relevent experience,Full time course,Masters,5,Oct-49,1,11,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,100-500,1,85,0
0.913,Male,No relevent experience,Full time course,Graduate,2,,2,84,0
0.727,Male,Has relevent experience,no_enrollment,Graduate,15,,1,48,0
0.767,Male,Has relevent experience,no_enrollment,Graduate,15,,1,60,1
0.92,Male,Has relevent experience,no_enrollment,Masters,8,100-500,1,48,0
0.579,,Has relevent experience,no_enrollment,Masters,5,50-99,1,79,1
0.827,Male,Has relevent experience,no_enrollment,High School,11,5000-9999,1,26,1
0.92,Other,Has relevent experience,no_enrollment,Graduate,4,,1,150,1
0.926,Male,Has relevent experience,no_enrollment,Masters,19,100-500,>4,34,0
0.91,Female,No relevent experience,Full time course,Graduate,9,,>4,89,1
0.92,Male,Has relevent experience,no_enrollment,High School,6,10000+,1,26,0
0.624,,No relevent experience,Full time course,High School,<1,,never,24,0
0.855,,No relevent experience,Full time course,Graduate,3,,1,13,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,>20,,>4,26,0
0.924,Male,No relevent experience,Full time course,Graduate,4,50-99,1,28,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,500-999,>4,4,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,2,10000+,2,45,0
0.92,Male,No relevent experience,Part time course,High School,3,<10,3,36,1
0.92,Male,No relevent experience,Full time course,Graduate,3,50-99,1,9,1
0.92,Male,Has relevent experience,no_enrollment,Masters,13,,1,116,1
0.727,,Has relevent experience,no_enrollment,Masters,7,,1,50,1
0.897,Male,No relevent experience,no_enrollment,Masters,4,,never,51,1
0.794,Male,Has relevent experience,no_enrollment,Masters,5,100-500,4,113,0
0.926,Male,Has relevent experience,no_enrollment,High School,2,50-99,2,8,0
0.897,Female,Has relevent experience,no_enrollment,Masters,1,,1,81,0
0.624,,Has relevent experience,no_enrollment,Graduate,6,50-99,,28,0
0.754,Male,No relevent experience,Part time course,High School,4,,2,66,0
0.92,Male,No relevent experience,Full time course,Graduate,2,10000+,1,29,0
0.89,,No relevent experience,Full time course,Graduate,4,,1,107,1
0.926,Male,Has relevent experience,no_enrollment,Masters,7,100-500,1,62,0
0.893,Male,Has relevent experience,no_enrollment,High School,16,,>4,35,0
0.738,,No relevent experience,no_enrollment,High School,4,,never,12,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,2,,1,10,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,10,50-99,2,288,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,10000+,1,3,1
0.698,Male,Has relevent experience,Part time course,Graduate,4,100-500,1,33,0
0.91,Male,Has relevent experience,no_enrollment,High School,18,,2,17,0
0.624,,No relevent experience,Full time course,Graduate,2,,never,84,1
0.92,Male,No relevent experience,no_enrollment,High School,7,,1,41,1
0.754,Male,Has relevent experience,no_enrollment,Graduate,12,100-500,2,17,0
0.884,Male,No relevent experience,no_enrollment,Graduate,>20,500-999,2,132,0
0.92,,Has relevent experience,no_enrollment,Graduate,2,5000-9999,1,148,0
0.895,Male,Has relevent experience,Part time course,Graduate,19,<10,4,6,0
0.92,,No relevent experience,no_enrollment,Graduate,5,5000-9999,>4,141,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,Oct-49,>4,63,0
0.92,,Has relevent experience,no_enrollment,Graduate,16,1000-4999,2,146,1
0.762,,Has relevent experience,no_enrollment,Graduate,17,1000-4999,2,11,0
0.925,Male,Has relevent experience,no_enrollment,Masters,19,Oct-49,1,58,0
0.939,Male,Has relevent experience,Full time course,High School,3,Oct-49,2,8,0
0.855,Male,Has relevent experience,Full time course,Graduate,4,100-500,2,66,0
0.55,Male,No relevent experience,Full time course,Primary School,3,,never,210,1
0.579,,No relevent experience,no_enrollment,Masters,1,100-500,1,62,1
0.624,Male,No relevent experience,Full time course,Graduate,1,,never,94,0
0.762,Male,Has relevent experience,Full time course,Phd,7,,1,24,1
0.666,Male,Has relevent experience,no_enrollment,Masters,>20,10000+,1,52,0
0.92,,Has relevent experience,no_enrollment,Graduate,16,5000-9999,1,51,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,3,50-99,1,52,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,8,<10,1,73,0
0.893,,No relevent experience,no_enrollment,Masters,15,,>4,9,0
0.742,Male,Has relevent experience,no_enrollment,Graduate,3,,2,238,0
0.878,Male,No relevent experience,Full time course,Graduate,16,,never,139,0
0.92,,Has relevent experience,no_enrollment,Graduate,3,5000-9999,3,55,0
0.92,,Has relevent experience,no_enrollment,Masters,15,,4,50,0
0.92,,Has relevent experience,no_enrollment,Graduate,>20,500-999,1,111,0
0.92,Male,No relevent experience,Part time course,Graduate,2,1000-4999,1,160,0
0.887,Male,Has relevent experience,no_enrollment,Graduate,>20,500-999,>4,96,0
0.92,,Has relevent experience,no_enrollment,,8,,,92,0
0.624,Female,No relevent experience,no_enrollment,Graduate,<1,100-500,1,36,0
0.897,Male,No relevent experience,no_enrollment,High School,4,,never,24,0
0.698,Male,No relevent experience,no_enrollment,Graduate,5,,1,42,1
0.91,Male,Has relevent experience,no_enrollment,High School,6,,1,86,0
0.926,Male,No relevent experience,no_enrollment,High School,1,,never,58,0
0.884,Female,No relevent experience,no_enrollment,Graduate,>20,,never,7,0
0.624,,Has relevent experience,no_enrollment,Masters,4,100-500,1,123,0
0.903,Male,No relevent experience,Full time course,Graduate,13,,1,69,1
0.666,,Has relevent experience,no_enrollment,Graduate,4,<10,3,40,0
0.91,Male,Has relevent experience,no_enrollment,High School,10,<10,>4,53,1
0.827,,Has relevent experience,no_enrollment,Graduate,13,100-500,1,52,0
0.666,Male,Has relevent experience,no_enrollment,Graduate,4,100-500,1,312,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,4,50-99,1,25,0
0.735,Male,Has relevent experience,no_enrollment,Graduate,10,100-500,>4,56,0
0.92,,No relevent experience,Full time course,Graduate,3,,,41,0
0.92,Male,Has relevent experience,Full time course,Masters,10,10000+,2,31,0
0.558,Male,Has relevent experience,no_enrollment,Graduate,11,<10,>4,68,1
0.698,,No relevent experience,Part time course,Masters,<1,,2,108,1
0.802,Male,Has relevent experience,no_enrollment,,15,<10,1,78,0
0.624,Male,No relevent experience,,Graduate,2,Oct-49,2,48,1
0.903,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,>4,172,0
0.555,Male,Has relevent experience,no_enrollment,Graduate,7,,1,112,0
0.91,,Has relevent experience,no_enrollment,Graduate,4,50-99,2,20,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,50-99,1,10,0
0.92,,No relevent experience,Full time course,Graduate,<1,,,61,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,17,1000-4999,>4,11,0
0.91,Male,Has relevent experience,no_enrollment,Masters,10,100-500,2,32,0
0.84,Male,Has relevent experience,,Graduate,10,50-99,>4,2,0
0.743,Male,No relevent experience,Part time course,Primary School,2,<10,never,48,0
0.91,Female,Has relevent experience,no_enrollment,Masters,2,Oct-49,1,78,0
0.698,Male,No relevent experience,Full time course,Masters,4,,1,66,1
0.925,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,never,58,0
0.804,,Has relevent experience,no_enrollment,Graduate,5,1000-4999,4,13,0
0.624,Female,No relevent experience,no_enrollment,Graduate,3,100-500,3,69,1
0.884,Male,No relevent experience,no_enrollment,Graduate,>20,,>4,31,1
0.698,,No relevent experience,Part time course,Graduate,6,50-99,2,135,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,>4,18,0
0.91,,No relevent experience,no_enrollment,Masters,1,,1,202,0
0.766,Male,Has relevent experience,no_enrollment,Graduate,12,,>4,264,0
0.92,Male,Has relevent experience,no_enrollment,Masters,9,10000+,2,156,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,5,50-99,1,15,0
0.939,Male,Has relevent experience,Full time course,High School,4,1000-4999,1,106,1
0.897,,Has relevent experience,no_enrollment,Masters,>20,,never,40,0
0.92,Male,Has relevent experience,no_enrollment,Masters,8,100-500,3,50,0
0.804,Male,Has relevent experience,no_enrollment,Masters,>20,,1,14,0
0.92,Male,No relevent experience,Full time course,Masters,17,,1,32,1
0.624,,Has relevent experience,no_enrollment,Masters,6,Oct-49,1,18,1
0.624,Male,Has relevent experience,no_enrollment,Masters,5,500-999,4,60,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,50-99,1,122,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,2,Oct-49,1,29,0
0.762,,Has relevent experience,no_enrollment,Graduate,6,50-99,1,22,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,1,26,0
0.92,,Has relevent experience,no_enrollment,Graduate,6,Oct-49,1,17,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,>4,11,0
0.925,Male,No relevent experience,Full time course,Graduate,3,<10,1,62,0
0.827,Male,No relevent experience,Full time course,High School,9,,never,152,0
0.767,Male,No relevent experience,no_enrollment,,3,,never,9,0
0.624,Male,Has relevent experience,Part time course,Graduate,2,50-99,1,8,1
0.74,Male,No relevent experience,no_enrollment,Graduate,11,50-99,2,53,1
0.624,Male,Has relevent experience,no_enrollment,Masters,4,10000+,2,32,1
0.624,Female,Has relevent experience,no_enrollment,Masters,15,Oct-49,1,9,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,5,5000-9999,3,156,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,6,50-99,1,102,0
0.926,Male,Has relevent experience,Full time course,Graduate,9,Oct-49,>4,5,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,>4,136,0
0.855,,No relevent experience,Full time course,Graduate,5,,never,158,0
0.92,,Has relevent experience,no_enrollment,Graduate,,500-999,,11,0
0.92,,Has relevent experience,no_enrollment,Masters,7,,1,42,1
0.764,Male,Has relevent experience,Part time course,Graduate,5,,>4,78,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,>4,64,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,,3,68,1
0.92,Male,No relevent experience,no_enrollment,Graduate,>20,50-99,1,78,0
0.624,,No relevent experience,no_enrollment,Graduate,15,,never,18,0
0.55,Male,No relevent experience,no_enrollment,Masters,4,,4,39,1
0.689,,No relevent experience,Full time course,High School,4,,never,11,0
0.92,,No relevent experience,Part time course,Graduate,5,,never,78,1
0.624,Male,Has relevent experience,Full time course,Masters,1,Oct-49,1,24,1
0.624,,Has relevent experience,Full time course,Graduate,<1,<10,,92,0
0.924,Male,No relevent experience,Full time course,Masters,9,100-500,1,45,1
0.926,Male,Has relevent experience,no_enrollment,Masters,>20,,1,110,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,1,82,0
0.926,Male,Has relevent experience,no_enrollment,Masters,14,100-500,2,80,0
0.827,,No relevent experience,no_enrollment,High School,6,,never,21,1
0.939,Male,Has relevent experience,no_enrollment,Masters,5,10000+,2,31,0
0.738,Male,Has relevent experience,no_enrollment,Graduate,8,500-999,1,20,0
0.939,,Has relevent experience,Part time course,Graduate,5,500-999,4,22,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,10,50-99,1,149,1
0.624,,Has relevent experience,Full time course,Graduate,4,100-500,2,236,0
0.682,,Has relevent experience,no_enrollment,Graduate,3,50-99,2,140,1
0.92,Male,Has relevent experience,Full time course,Graduate,7,5000-9999,2,68,1
0.897,,No relevent experience,no_enrollment,Phd,15,5000-9999,3,111,1
0.624,Male,Has relevent experience,no_enrollment,Masters,10,50-99,1,19,1
0.666,,No relevent experience,no_enrollment,Graduate,18,,>4,18,1
0.698,Male,Has relevent experience,no_enrollment,Graduate,13,50-99,4,9,0
0.624,,No relevent experience,Full time course,Graduate,2,,1,67,1
0.926,,No relevent experience,Full time course,Graduate,5,500-999,1,264,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,100-500,1,78,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,8,1000-4999,4,84,0
0.855,,No relevent experience,no_enrollment,High School,1,,never,96,0
0.725,Male,Has relevent experience,no_enrollment,Graduate,7,10000+,never,160,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,4,,1,57,1
0.794,Male,Has relevent experience,Full time course,Graduate,3,,2,27,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,2,10000+,2,44,1
0.926,,Has relevent experience,no_enrollment,Masters,>20,5000-9999,1,2,0
0.939,Female,Has relevent experience,no_enrollment,Masters,10,10000+,>4,48,0
0.682,,Has relevent experience,no_enrollment,Graduate,5,,2,22,0
0.804,Male,Has relevent experience,no_enrollment,Graduate,11,5000-9999,2,38,0
0.91,Male,Has relevent experience,Part time course,Graduate,3,100-500,3,84,0
0.91,,No relevent experience,no_enrollment,High School,3,,never,9,0
0.897,Male,Has relevent experience,no_enrollment,Graduate,12,500-999,2,13,0
0.939,Female,Has relevent experience,no_enrollment,Graduate,2,Oct-49,1,40,0
0.92,Female,Has relevent experience,no_enrollment,Masters,>20,,2,26,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,9,50-99,1,42,1
0.624,,No relevent experience,Full time course,Graduate,<1,,1,13,1
0.91,Male,Has relevent experience,no_enrollment,Phd,13,5000-9999,1,7,0
0.92,,Has relevent experience,no_enrollment,Graduate,14,50-99,4,204,0
0.624,Male,Has relevent experience,Full time course,Masters,3,50-99,1,15,1
0.887,Male,Has relevent experience,no_enrollment,Graduate,11,,1,107,1
0.666,Male,Has relevent experience,no_enrollment,Graduate,17,5000-9999,1,111,0
